RPM,R_IS
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,29
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
60,0
60,0
60,0
60,0
60,0
60,2
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,3
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,3
60,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,17
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,21
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
