RPM,R_IS
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,105
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,5
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,115
30,0
30,0
30,0
30,0
30,0
30,0
30,0
50,51
50,0
50,47
50,45
50,0
50,53
50,43
50,47
50,44
50,44
50,51
50,41
50,47
50,44
50,53
50,46
50,47
50,47
50,43
50,47
50,875
50,31
50,44
50,36
50,58
50,47
50,46
50,45
50,43
50,42
50,47
50,45
50,44
50,48
50,1898
50,135
50,0
50,48
50,47
50,55
50,1508
50,52
50,0
50,0
50,43
50,45
50,53
50,45
50,51
50,41
50,55
50,53
50,52
50,47
50,1365
50,63
50,45
50,47
50,47
50,52
50,55
50,48
50,46
50,214
50,48
50,45
50,47
50,53
50,47
50,883
50,53
50,341
50,39
50,47
50,47
50,51
50,46
50,52
50,47
50,68
50,55
50,60
50,51
50,44
50,53
50,48
50,47
50,48
50,47
50,48
50,1917
50,507
50,45
50,55
50,51
50,69
50,45
50,47
50,44
50,43
70,51
70,125
70,0
70,0
70,0
70,5
70,0
70,25
70,47
70,53
70,55
70,74
70,43
70,55
70,56
70,59
70,54
70,52
70,55
70,793
70,59
70,1643
70,89
70,47
70,48
70,59
70,47
70,41
70,47
70,881
70,63
70,44
70,107
70,45
70,53
70,47
70,1589
70,50
70,39
70,47
70,46
70,55
70,53
70,47
70,1
70,53
70,51
70,52
70,51
70,47
70,55
70,52
70,47
70,48
70,47
70,45
70,193
70,45
70,1211
70,29
70,52
70,59
70,73
70,44
70,82
70,43
70,81
70,0
70,62
70,37
70,48
70,57
70,43
70,47
70,54
70,48
70,51
70,53
70,51
70,74
70,48
70,72
70,51
70,47
70,48
70,19
70,51
70,59
70,55
70,21
70,64
70,47
70,45
70,23
70,45
70,55
70,60
70,43
70,48
70,51
90,31
90,0
90,0
90,0
90,30
90,1
90,0
90,0
90,6
90,13
90,0
90,0
90,21
90,73
90,47
90,48
90,47
90,52
90,0
90,0
90,17
90,17
90,47
90,63
90,45
90,52
90,55
90,27
90,2
90,26
90,45
90,63
90,1627
90,51
90,48
90,60
90,13
90,67
90,22
90,46
90,58
90,53
90,55
90,265
90,37
90,9
90,0
90,18
90,48
90,25
90,54
90,59
90,51
90,455
90,27
90,0
90,0
90,61
90,53
90,47
90,52
90,52
90,53
90,0
90,0
90,17
90,59
90,54
90,48
90,57
90,51
90,41
90,39
90,6
90,0
90,20
90,47
90,64
90,45
90,69
90,53
90,31
90,3
90,0
90,54
90,0
90,38
90,58
90,55
90,57
90,42
90,27
90,26
90,29
90,43
90,61
90,45
90,52
90,59
90,55
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,77
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
