RPM,R_IS
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,1
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,17
50,0
50,25
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,2
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,9
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,6
60,0
60,0
60,0
60,0
60,0
60,3
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,2
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,1311
70,397
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,783
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,2
70,0
70,0
70,8
70,0
70,121
70,0
70,0
70,0
70,0
70,1739
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,2
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
80,0
80,0
80,1679
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,6
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,596
80,0
80,0
80,672
80,2431
80,299
80,0
80,0
80,1789
80,0
80,0
80,0
80,803
80,0
80,0
80,0
80,0
80,0
80,1289
80,0
80,0
80,0
80,0
80,0
80,0
80,183
80,0
80,0
80,1846
80,0
80,0
80,0
80,0
80,5
80,0
80,0
80,0
80,0
80,0
80,288
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,12
80,0
80,0
80,0
80,0
80,0
80,0
80,0
80,0
90,0
90,0
90,1579
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,787
90,1632
90,0
90,0
90,2279
90,0
90,2111
90,23
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,1256
90,185
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,1629
90,0
90,1977
90,0
90,1959
90,0
90,0
90,0
90,2458
90,0
90,1519
90,0
90,0
90,0
90,0
90,0
90,0
90,2231
90,0
90,0
90,0
90,0
90,0
90,8
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,83
90,0
90,0
90,180
90,0
90,0
90,1979
90,0
90,2543
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,1857
100,0
100,0
100,19
100,0
100,0
100,0
100,0
100,0
100,1783
100,667
100,1829
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,5
100,0
100,0
100,0
100,0
100,0
100,0
100,2221
100,0
100,0
100,0
100,0
100,1013
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1779
100,0
100,27
100,0
100,0
100,0
100,0
100,441
100,0
100,0
100,0
100,808
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1264
100,0
100,2131
100,1481
100,0
100,9
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1763
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1501
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,46
100,0
100,0
100,665
100,0
100,0
100,0
100,0
100,0
100,12
100,0
100,0
100,0
100,0
100,0
100,0
100,56
100,0
100,0
100,37
100,0
100,0
100,238
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,163
100,0
100,0
100,0
100,509
100,282
100,0
100,0
100,0
100,0
100,0
100,0
100,263
100,0
100,0
100,501
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,3
100,0
100,0
100,539
100,0
100,0
100,0
100,0
100,0
100,0
100,13
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
